,cod_new,dsg_new,cod_old,dsg_old,Designação antiga,Observações (até 2013),Observações (após 2013),Concelho,Unnamed: 8,Unnamed: 9
4135,450201,MANADAS (SANTA BÁRBARA),450201,MANADAS (SANTA BÁRBARA)(R.A.AÇORES),,,,VELAS,,
4136,450202,NORTE GRANDE (NEVES),450202,NORTE GRANDE (NEVES) (R.A.AÇORES),,,,VELAS,,
4137,450203,ROSAIS,450203,ROSAIS (R.A.AÇORES),,,,VELAS,,
4138,450204,SANTO AMARO,450204,SANTO AMARO (R.A.AÇORES),,,,VELAS,,
4139,450205,URZELINA (SÃO MATEUS),450205,URZELINA (SÃO MATEUS) (R.A.AÇORES),,,,VELAS,,
4140,450206,VELAS (SÃO JORGE),450206,VELAS (SÃO JORGE) (R.A.AÇORES),,,,VELAS,,
4141,450201,MANADAS (SANTA BÁRBARA),450201,MANADAS (SANTA BÁRBARA),,,,VELAS,,
4142,450202,NORTE GRANDE (NEVES),450202,NORTE GRANDE (NEVES),,,,VELAS,,
4143,450203,ROSAIS,450203,ROSAIS,,,,VELAS,,
4144,450204,SANTO AMARO,450204,SANTO AMARO,,,,VELAS,,
4145,450205,URZELINA (SÃO MATEUS),450205,URZELINA (SÃO MATEUS),,,,VELAS,,
4146,450206,VELAS (SÃO JORGE),450206,VELAS (SÃO JORGE),,,,VELAS,,
4147,460101,CALHETA DE NESQUIM,460101,CALHETA DE NESQUIM,,,,LAJES DO PICO,,
4148,460102,LAJES DO PICO,460102,LAJES DO PICO,,,,LAJES DO PICO,,
4149,460103,PIEDADE,460103,PIEDADE,,,,LAJES DO PICO,,
4150,460104,RIBEIRAS,460104,RIBEIRAS,,,,LAJES DO PICO,,
4151,460105,RIBEIRINHA,460105,RIBEIRINHA,,,,LAJES DO PICO,,
4152,460106,SÃO JOÃO,460106,SÃO JOÃO,,,,LAJES DO PICO,,
4153,460201,BANDEIRAS,460201,BANDEIRAS,,,,MADALENA,,
4154,460202,CANDELÁRIA,460202,CANDELÁRIA,,,,MADALENA,,
4155,460203,CRIAÇÃO VELHA,460203,CRIAÇÃO VELHA,,,,MADALENA,,
4156,460204,MADALENA,460204,MADALENA,,,,MADALENA,,
4157,460205,SÃO CAETANO,460205,SÃO CAETANO,,,,MADALENA,,
4158,460206,SÃO MATEUS,460206,SÃO MATEUS,,,,MADALENA,,
4159,460301,PRAINHA,460301,PRAINHA,,,,SAO ROQUE DO PICO,,
4160,460302,SANTA LUZIA,460302,SANTA LUZIA,,,,SAO ROQUE DO PICO,,
4161,460303,SANTO AMARO,460303,SANTO AMARO,,,,SAO ROQUE DO PICO,,
4162,460304,SANTO ANTÓNIO,460304,SANTO ANTÓNIO,,,,SAO ROQUE DO PICO,,
4163,460305,SÃO ROQUE DO PICO,460305,SÃO ROQUE DO PICO,,,,SAO ROQUE DO PICO,,
4164,470101,CAPELO,470101,CAPELO,,,,HORTA,,
4165,470102,CASTELO BRANCO,470102,CASTELO BRANCO,,,,HORTA,,
4166,470103,CEDROS,470103,CEDROS,,,,HORTA,,
4167,470104,FETEIRA,470104,FETEIRA,,,,HORTA,,
4168,470105,FLAMENGOS,470105,FLAMENGOS,,,,HORTA,,
4169,470106,HORTA (ANGÚSTIAS),470106,HORTA (ANGÚSTIAS),,,,HORTA,,
4170,470107,HORTA (CONCEIÇÃO),470107,HORTA (CONCEIÇÃO),,,,HORTA,,
4171,470108,HORTA (MATRIZ),470108,HORTA (MATRIZ),,,,HORTA,,
4172,470109,PEDRO MIGUEL,470109,PEDRO MIGUEL,,,,HORTA,,
4173,470110,PRAIA DO ALMOXARIFE,470110,PRAIA DO ALMOXARIFE,,,,HORTA,,
4174,470111,PRAIA DO NORTE,470111,PRAIA DO NORTE,,,,HORTA,,
4175,470112,RIBEIRINHA,470112,RIBEIRINHA,,,,HORTA,,
4176,470113,SALÃO,470113,SALÃO,,,,HORTA,,
4177,310101,ARCO DA CALHETA,310101,ARCO DA CALHETA,,,,CALHETA (R.A.M.),,
4178,310102,CALHETA,310102,CALHETA (R.A.MADEIRA),,,,CALHETA (R.A.M.),,
4179,310102,CALHETA,310102,CALHETA,,,,CALHETA (R.A.M.),,
4180,310103,ESTREITO DA CALHETA,310103,ESTREITO DA CALHETA,,,,CALHETA (R.A.M.),,
4181,310104,FAJÃ DA OVELHA,310104,FAJÃ DA OVELHA,,,,CALHETA (R.A.M.),,
4182,310105,JARDIM DO MAR,310105,JARDIM DO MAR,,,,CALHETA (R.A.M.),,
4183,310106,PAÚL DO MAR,310106,PAUL DO MAR,,,,CALHETA (R.A.M.),,
4184,310106,PAÚL DO MAR,310106,PAÚL DO MAR,,,,CALHETA (R.A.M.),,
4185,310107,PONTA DO PARGO,310107,PONTA DO PARGO,,,,CALHETA (R.A.M.),,
4186,310108,PRAZERES,310108,PRAZERES,,,,CALHETA (R.A.M.),,
4187,310201,CÂMARA DE LOBOS,310201,CÂMARA DE LOBOS,,,,CAMARA DE LOBOS,,
4188,310202,CURRAL DAS FREIRAS,310202,CURRAL DAS FREIRAS,,,,CAMARA DE LOBOS,,
4189,310203,ESTREITO DE CÂMARA DE LOBOS,310203,ESTREITO DE CÂMARA DE LOBOS,,,,CAMARA DE LOBOS,,
4190,310204,QUINTA GRANDE,310204,QUINTA GRANDE,,,,CAMARA DE LOBOS,,
4191,310205,JARDIM DA SERRA,310205,JARDIM DA SERRA,,,,CAMARA DE LOBOS,,
4192,310301,IMACULADO CORAÇÃO DE MARIA,310301,IMACULADO CORAÇÃO DE MARIA,,,,FUNCHAL,,
4193,310302,MONTE,310302,MONTE,,,,FUNCHAL,,
4194,310303,FUNCHAL (SANTA LUZIA),310303,FUNCHAL (SANTA LUZIA),,,,FUNCHAL,,
4195,310304,FUNCHAL (SANTA MARIA MAIOR),310304,FUNCHAL (SANTA MARIA MAIOR),,,,FUNCHAL,,
4196,310305,SANTO ANTÓNIO,310305,SANTO ANTÓNIO,,,,FUNCHAL,,
4197,310306,SÃO GONÇALO,310306,SÃO GONÇALO,,,,FUNCHAL,,
4198,310307,SÃO MARTINHO,310307,SÃO MARTINHO,,,,FUNCHAL,,
4199,310308,FUNCHAL (SÃO PEDRO),310308,FUNCHAL (SÃO PEDRO),,,,FUNCHAL,,
4200,310309,SÃO ROQUE,310309,SÃO ROQUE,,,,FUNCHAL,,
4201,310310,FUNCHAL (SÉ),310310,FUNCHAL (SÉ),,,,FUNCHAL,,
4202,310401,ÁGUA DE PENA,310401,ÁGUA DE PENA,,,,MACHICO,,
4203,310402,CANIÇAL,310402,CANIÇAL,,,,MACHICO,,
4204,310403,MACHICO,310403,MACHICO,,,,MACHICO,,
4205,310404,PORTO DA CRUZ,310404,PORTO DA CRUZ,,,,MACHICO,,
4206,310405,SANTO ANTÓNIO DA SERRA,310405,SANTO ANTÓNIO DA SERRA,,,,MACHICO,,
4207,310501,CANHAS,310501,CANHAS,,,,PONTA DO SOL,,
4208,310502,MADALENA DO MAR,310502,MADALENA DO MAR,,,,PONTA DO SOL,,
4209,310503,PONTA DO SOL,310503,PONTA DO SOL,,,,PONTA DO SOL,,
4210,310601,ACHADAS DA CRUZ,310601,ACHADAS DA CRUZ,,,,PORTO MONIZ,,
4211,310602,PORTO MONIZ,310602,PORTO MONIZ,,,,PORTO MONIZ,,
4212,310603,RIBEIRA DA JANELA,310603,RIBEIRA DA JANELA,,,,PORTO MONIZ,,
4213,310604,SEIXAL,310604,SEIXAL,,,,PORTO MONIZ,,
4214,310701,CAMPANÁRIO,310701,CAMPANÁRIO,,,,RIBEIRA BRAVA,,
4215,310702,RIBEIRA BRAVA,310702,RIBEIRA BRAVA,,,,RIBEIRA BRAVA,,
4216,310703,SERRA DE ÁGUA,310703,SERRA DE ÁGUA,,,,RIBEIRA BRAVA,,
4217,310704,TABUA,310704,TABUA,,,,RIBEIRA BRAVA,,
4218,310704,TABUA,310704,TÁBUA,,,,RIBEIRA BRAVA,,
4219,310802,CAMACHA,310802,CAMACHA,,,,SANTA CRUZ,,
4220,310803,CANIÇO,310803,CANIÇO,,,,SANTA CRUZ,,
4221,310804,GAULA,310804,GAULA,,,,SANTA CRUZ,,
4222,310805,SANTA CRUZ,310805,SANTA CRUZ,,,,SANTA CRUZ,,
4223,310806,SANTO ANTÓNIO DA SERRA,310806,SANTO ANTÓNIO DA SERRA,,,,SANTA CRUZ,,
4224,310901,ARCO DE SÃO JORGE,310901,ARCO DE SÃO JORGE,,,,SANTANA,,
4225,310902,FAIAL,310902,FAIAL,,,,SANTANA,,
4226,310903,SANTANA,310903,SANTANA,,,,SANTANA,,
4227,310904,SÃO JORGE,310904,SÃO JORGE,,,,SANTANA,,
4228,310905,SÃO ROQUE DO FAIAL,310905,SÃO ROQUE DO FAIAL,,,,SANTANA,,
4229,310906,ILHA,310906,ILHA,,,,SANTANA,,
4230,311001,BOA VENTURA,311001,BOA VENTURA,,,,SAO VICENTE,,
4231,311002,PONTA DELGADA,311002,PONTA DELGADA,,,,SAO VICENTE,,
4232,311003,SÃO VICENTE,311003,SÃO VICENTE,,,,SAO VICENTE,,
4233,320101,PORTO SANTO,320101,PORTO SANTO,,,,PORTO SANTO,,
4234,410101,ALMAGREIRA,410101,ALMAGREIRA,,,,VILA DO PORTO,,
4235,410102,SANTA BÁRBARA,410102,SANTA BÁRBARA,,,,VILA DO PORTO,,
4236,410103,SANTO ESPÍRITO,410103,SANTO ESPÍRITO,,,,VILA DO PORTO,,
4237,410104,SÃO PEDRO,410104,SÃO PEDRO,,,,VILA DO PORTO,,
4238,410105,VILA DO PORTO,410105,VILA DO PORTO,,,,VILA DO PORTO,,
4239,420101,ÁGUA DE PAU,420101,ÁGUA DE PAU,,,,LAGOA (R.A.A.),,
4240,420102,CABOUCO,420102,CABOUCO,,,,LAGOA (R.A.A.),,
4241,420103,LAGOA (NOSSA SENHORA DO ROSÁRIO),420103,LAGOA (NOSSA SENHORA DO ROSÁRIO),,,,LAGOA (R.A.A.),,
4242,420104,LAGOA (SANTA CRUZ),420104,LAGOA (SANTA CRUZ),,,,LAGOA (R.A.A.),,
4243,420105,RIBEIRA CHÃ,420105,RIBEIRA CHÃ,,,,LAGOA (R.A.A.),,
4244,420201,ACHADA,420201,ACHADA,,,,NORDESTE,,
4245,420202,ACHADINHA,420202,ACHADINHA,,,,NORDESTE,,
4246,420203,LOMBA DA FAZENDA,420203,LOMBA DA FAZENDA,,,,NORDESTE,,
4247,420204,NORDESTE,420204,NORDESTE,,,,NORDESTE,,
4248,420206,SALGA,420206,SALGA,,,,NORDESTE,,
4249,420207,SANTANA,420207,SANTANA,,,,NORDESTE,,
4250,420205,NORDESTINHO,420208,ALGARVIA,,,,NORDESTE,,
4251,420205,NORDESTINHO,420209,SANTO ANTÓNIO DE NORDESTINHO,,,,NORDESTE,,
4252,420205,NORDESTINHO,420210,SÃO PEDRO DE NORDESTINHO,,,,NORDESTE,,
4253,420205,NORDESTINHO,420205,NORDESTINHO,,,,NORDESTE,,
4254,420301,ARRIFES,420301,ARRIFES,,,,PONTA DELGADA,,
4255,420303,CANDELÁRIA,420303,CANDELÁRIA,,,,PONTA DELGADA,,
4256,420304,CAPELAS,420304,CAPELAS,,,,PONTA DELGADA,,
4257,420305,COVOADA,420305,COVOADA,,,,PONTA DELGADA,,
4258,420306,FAJÃ DE BAIXO,420306,FAJÃ DE BAIXO,,,,PONTA DELGADA,,
4259,420307,FAJÃ DE CIMA,420307,FAJÃ DE CIMA,,,,PONTA DELGADA,,
4260,420308,FENAIS DA LUZ,420308,FENAIS DA LUZ,,,,PONTA DELGADA,,
4261,420309,FETEIRAS,420309,FETEIRAS,,,,PONTA DELGADA,,
4262,420310,GINETES,420310,GINETES,,,,PONTA DELGADA,,
4263,420311,MOSTEIROS,420311,MOSTEIROS,,,,PONTA DELGADA,,
4264,420312,PONTA DELGADA (SÃO SEBASTIÃO),420312,PONTA DELGADA (SÃO SEBASTIÃO),,,,PONTA DELGADA,,
4265,420313,PONTA DELGADA (SÃO JOSÉ),420313,PONTA DELGADA (SÃO JOSÉ),,,,PONTA DELGADA,,
4266,420314,PONTA DELGADA (SÃO PEDRO),420314,PONTA DELGADA (SÃO PEDRO),,,,PONTA DELGADA,,
4267,420315,RELVA,420315,RELVA,,,,PONTA DELGADA,,
4268,420316,REMÉDIOS,420316,REMÉDIOS,,,,PONTA DELGADA,,
4269,420317,ROSTO DO CÃO (LIVRAMENTO),420317,ROSTO DO CÃO (LIVRAMENTO),,,,PONTA DELGADA,,
4270,420318,ROSTO DO CÃO (SÃO ROQUE),420318,ROSTO DO CÃO (SÃO ROQUE),,,,PONTA DELGADA,,
4271,420319,SANTA BÁRBARA,420319,SANTA BÁRBARA,,,,PONTA DELGADA,,
4272,420320,SANTO ANTÓNIO,420320,SANTO ANTÓNIO,,,,PONTA DELGADA,,
4273,420321,SÃO VICENTE FERREIRA,420321,SÃO VICENTE FERREIRA,,,,PONTA DELGADA,,
4274,420322,SETE CIDADES,420322,SETE CIDADES,,,,PONTA DELGADA,,
4275,420302,BRETANHA,420323,AJUDA DA BRETANHA,,,,PONTA DELGADA,,
4276,420302,BRETANHA,420324,PILAR DA BRETANHA,,,,PONTA DELGADA,,
4277,420302,BRETANHA,420302,BRETANHA,,,,PONTA DELGADA,,
4278,420313,Ponta Delgada (São José),420325,SANTA CLARA,,,,PONTA DELGADA,,
4279,420401,ÁGUA RETORTA,420401,ÁGUA RETORTA,,,,POVOACAO,,
4280,420402,FAIAL DA TERRA,420402,FAIAL DA TERRA,,,,POVOACAO,,
4281,420403,FURNAS,420403,FURNAS,,,,POVOACAO,,
4282,420404,NOSSA SENHORA DOS REMÉDIOS,420404,NOSSA SENHORA DOS REMÉDIOS,,,,POVOACAO,,
4283,420404,NOSSA SENHORA DOS REMÉDIOS,420404,NOSSA SENHORA DOS  REMÉDIOS,,,,POVOACAO,,
4284,420405,POVOAÇÃO,420405,POVOAÇÃO,,,,POVOACAO,,
4285,420406,RIBEIRA QUENTE,420406,RIBEIRA QUENTE,,,,POVOACAO,,
4286,420501,CALHETAS,420501,CALHETAS,,,,RIBEIRA GRANDE,,
4287,420502,FENAIS DA AJUDA,420502,FENAIS DA AJUDA,,,,RIBEIRA GRANDE,,
4288,420503,LOMBA DA MAIA,420503,LOMBA DA MAIA,,,,RIBEIRA GRANDE,,
4289,420504,LOMBA DE SÃO PEDRO,420504,LOMBA DE SÃO PEDRO,,,,RIBEIRA GRANDE,,
4290,420505,MAIA,420505,MAIA,,,,RIBEIRA GRANDE,,
4291,420506,PICO DA PEDRA,420506,PICO DA PEDRA,,,,RIBEIRA GRANDE,,
4292,420507,PORTO FORMOSO,420507,PORTO FORMOSO,,,,RIBEIRA GRANDE,,
4293,420508,RABO DE PEIXE,420508,RABO DE PEIXE,,,,RIBEIRA GRANDE,,
4294,420509,RIBEIRA GRANDE (CONCEIÇÃO),420509,RIBEIRA GRANDE (CONCEIÇÃO),,,,RIBEIRA GRANDE,,
4295,420510,RIBEIRA GRANDE (MATRIZ),420510,RIBEIRA GRANDE (MATRIZ),,,,RIBEIRA GRANDE,,
4296,420511,RIBEIRA SECA,420511,RIBEIRA SECA,,,,RIBEIRA GRANDE,,
4297,420512,RIBEIRINHA,420512,RIBEIRINHA,,,,RIBEIRA GRANDE,,
4298,420513,SANTA BÁRBARA,420513,SANTA BÁRBARA,,,,RIBEIRA GRANDE,,
4299,420514,SÃO BRÁS,420514,SÃO BRÁS,,,,RIBEIRA GRANDE,,
4300,420601,ÁGUA DE ALTO,420601,ÁGUA DE ALTO,,,,VILA FRANCA DO CAMPO,,
4301,420602,PONTA GARÇA,420602,PONTA GARÇA,,,,VILA FRANCA DO CAMPO,,
4302,420603,RIBEIRA DAS TAÍNHAS,420603,RIBEIRA DAS TAINHAS,,,,VILA FRANCA DO CAMPO,,
4303,420603,RIBEIRA DAS TAÍNHAS,420603,RIBEIRA DAS TAÍNHAS,,,,VILA FRANCA DO CAMPO,,
4304,420604,VILA FRANCA DO CAMPO (SÃO MIGUEL),420604,VILA FRANCA DO CAMPO (SÃO MIGUEL),,,,VILA FRANCA DO CAMPO,,
4305,420605,VILA FRANCA DO CAMPO (SÃO PEDRO),420605,VILA FRANCA DO CAMPO (SÃO PEDRO),,,,VILA FRANCA DO CAMPO,,
4306,420604,VILA FRANCA DO CAMPO (SÃO MIGUEL),420606,RIBEIRA SECA,,,,VILA FRANCA DO CAMPO,,
4307,480101,FAJÃ GRANDE,480101,FAJÃ GRANDE,,,,LAJES DAS FLORES,,
4308,480102,FAJÃZINHA,480102,FAJÃZINHA,,,,LAJES DAS FLORES,,
4309,480103,FAZENDA,480103,FAZENDA,,,,LAJES DAS FLORES,,
4310,480104,LAJEDO,480104,LAJEDO,,,,LAJES DAS FLORES,,
4311,480105,LAJES DAS FLORES,480105,LAJES DAS FLORES,,,,LAJES DAS FLORES,,
4312,480106,LOMBA,480106,LOMBA,,,,LAJES DAS FLORES,,
4313,480107,MOSTEIRO,480107,MOSTEIRO,,,,LAJES DAS FLORES,,
4314,480201,CAVEIRA,480201,CAVEIRA,,,,SANTA CRUZ DAS FLORES,,
4315,480202,CEDROS,480202,CEDROS,,,,SANTA CRUZ DAS FLORES,,
4316,480203,PONTA DELGADA,480203,PONTA DELGADA,,,,SANTA CRUZ DAS FLORES,,
4317,480204,SANTA CRUZ DAS FLORES,480204,SANTA CRUZ DAS FLORES,,,,SANTA CRUZ DAS FLORES,,
4318,490101,CORVO,490101,CORVO,,,,CORVO,,
4319,110699,MOSCAVIDE - OLIVAIS - PARQUE DAS NAÇÕES - PORTELA - PRIOR VELHO - SACAVÉM,110662,PARQUE DAS NAÇÕES,,,,LISBOA,,
4320,110699,MOSCAVIDE - OLIVAIS - PARQUE DAS NAÇÕES - PORTELA - PRIOR VELHO - SACAVÉM,110726,UNIÃO DAS FREGUESIAS DE MOSCAVIDE E PORTELA,,,,LOURES,,
4321,110699,MOSCAVIDE - OLIVAIS - PARQUE DAS NAÇÕES - PORTELA - PRIOR VELHO - SACAVÉM,110727,UNIÃO DAS FREGUESIAS DE SACAVÉM E PRIOR VELHO,,,,LOURES,,
4322,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111512,ALFRAGIDE,,,,AMADORA,,
4323,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111513,ÁGUAS LIVRES,,,,AMADORA,,
4324,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111517,VENTEIRA,,,,AMADORA,,
4325,111101,AGUALVA-CACÉM,111118,AGUALVA,,,,SINTRA,,
4326,111101,AGUALVA-CACÉM,111119,SÃO MARCOS,,,,SINTRA,,
4327,111101,AGUALVA-CACÉM,111120,MIRA-SINTRA,,,,SINTRA,,
4328,111101,AGUALVA-CACÉM,111101,AGUALVA-CACÉM,,,,SINTRA,,
4329,111101,AGUALVA-CACÉM,111101,CACÉM,,,,SINTRA,,
4330,111101,AGUALVA-CACÉM,111121,SÃO MARCOS,,,,SINTRA,,
4331,111101,AGUALVA-CACÉM,111122,UNIÃO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,,,,SINTRA,,
4332,111101,AGUALVA-CACÉM,111124,UNIÃO DAS FREGUESIAS DO CACÉM E SÃO MARCOS,,,,SINTRA,,
4333,010121,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,010121,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,,,,AGUEDA,,
4334,010122,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,010122,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,,,,AGUEDA,,
4335,010123,"UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",010123,"UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",,,,AGUEDA,,
4336,010124,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,010124,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,,,,AGUEDA,,
4337,010125,UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA,010125,UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA,,,,AGUEDA,,
4338,010126,"UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",010126,"UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",,,,AGUEDA,,
4339,010127,UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA,010127,UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA,,,,AGUEDA,,
4340,010209,ALBERGARIA-A-VELHA E VALMAIOR,010209,ALBERGARIA-A-VELHA E VALMAIOR,,,,ALBERGARIA-A-VELHA,,
4341,010210,SÃO JOÃO DE LOURE E FROSSOS,010210,SÃO JOÃO DE LOURE E FROSSOS,,,,ALBERGARIA-A-VELHA,,
4342,010316,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",010316,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",,,,ANADIA,,
4343,010317,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,010317,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,,,,ANADIA,,
4344,010318,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",010318,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",,,,ANADIA,,
4345,010422,UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA,010422,UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA,,,,AROUCA,,
4346,010421,UNIÃO DAS FREGUESIAS DE AROUCA E BURGO,010421,UNIÃO DAS FREGUESIAS DE AROUCA E BURGO,,,,AROUCA,,
4347,010423,UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA,010423,UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA,,,,AROUCA,,
4348,010424,UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE,010424,UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE,,,,AROUCA,,
4349,010515,EIXO E EIROL,010515,EIXO E EIROL,,,,AVEIRO,,
4350,010516,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",010516,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",,,,AVEIRO,,
4351,010517,UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ,010517,UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ,,,,AVEIRO,,
4352,010610,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",010610,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",,,,CASTELO DE PAIVA,,
4353,010611,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,010611,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,,,,CASTELO DE PAIVA,,
4354,010706,UNIÃO DAS FREGUESIAS DE ANTA E GUETIM,010706,UNIÃO DAS FREGUESIAS DE ANTA E GUETIM,,,,ESPINHO,,
4355,010808,UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS,010808,UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS,,,,ESTARREJA,,
4356,010809,UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ,010809,UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ,,,,ESTARREJA,,
4357,010932,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,010932,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,,,,SANTA MARIA DA FEIRA,,
4358,010933,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",010933,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",,,,SANTA MARIA DA FEIRA,,
4359,010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",,,,SANTA MARIA DA FEIRA,,
4360,010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",,,,SANTA MARIA DA FEIRA,,
4361,010936,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,010936,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,,,,SANTA MARIA DA FEIRA,,
4362,011007,GAFANHA DO CARMO,011007,GAFANHA DO CARMO,,,,ILHAVO,,
4363,011005,GAFANHA DA ENCARNAÇÃO,011005,GAFANHA DA ENCARNAÇÃO,,,,ILHAVO,,
4364,011006,GAFANHA DA NAZARÉ,011006,GAFANHA DA NAZARÉ,,,,ILHAVO,,
4365,011008,ÍLHAVO (SÃO SALVADOR),011008,ÍLHAVO (SÃO SALVADOR),,,,ILHAVO,,
4366,011109,"UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",011109,"UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",,,,MEALHADA,,
4367,011320,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,011320,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,,,,OLIVEIRA DE AZEMEIS,,
4368,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",,,,OLIVEIRA DE AZEMEIS,,
4369,011322,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",011322,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",,,,OLIVEIRA DE AZEMEIS,,
4370,011407,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",011407,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",,,,OLIVEIRA DO BAIRRO,,
4371,011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",,,,OVAR,,
4372,011710,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,011710,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,,,,SEVER DO VOUGA,,
4373,011711,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,011711,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,,,,SEVER DO VOUGA,,
4374,011812,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,011812,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,,,,VAGOS,,
