,cod_new,dsg_new,cod_old,dsg_old,Designação antiga,Observações (até 2013),Observações (após 2013),Concelho,Unnamed: 8,Unnamed: 9
37,010316,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",010314,PAREDES DO BAIRRO,,"FREG. (L. 131/85, DE 4 OUT.); SAÍDA DA FREG. DE S. LOURENÇO DO BAIRRO",,ANADIA,,
38,010317,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,010303,ARCOS,,VILA (ORIGEM DESCONHECIDA),,ANADIA,,
39,010317,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,010306,MOGOFORES,,,,ANADIA,,
40,010318,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",010308,ÓIS DO BAIRRO,,,,ANADIA,,
41,010318,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",010311,TAMENGOS,,"EM 1989, JUNTAMENTE COM VILA NOVA DE MONSARROS, DEU ORIGEM À FREG. DE AGUIM",,ANADIA,,
42,010318,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",010315,AGUIM,NOSSA SENHORA DO Ó DE AGUIM,"NOVA FREG. (L. 84/89, DE 30 AGO.); NOME (L. 17N/93, DE 11 JUN.); SAÍDA DAS FREG. DE VILA NOVA DE MONSARROS E DE TAMENGOS",,ANADIA,,
43,010422,UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA,010401,ALBERGARIA DA SERRA,ALBERGARIA DAS CABRAS,"NOME (L. 26/86, DE 20 AGO.)",,AROUCA,,
44,010422,UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA,010405,CABREIROS,,,,AROUCA,,
45,010402,ALVARENGA,010402,ALVARENGA,,,,AROUCA,,
46,010407,CHAVE,010407,CHAVE,,,,AROUCA,,
47,010409,ESCARIZ,010409,ESCARIZ,,,,AROUCA,,
48,010411,FERMEDO,010411,FERMEDO,,,,AROUCA,,
49,010413,MANSORES,010413,MANSORES,,,,AROUCA,,
50,010414,MOLDES,010414,MOLDES,,,,AROUCA,,
51,010415,ROSSAS,010415,ROSSAS,,,,AROUCA,,
52,010416,SANTA EULÁLIA,010416,SANTA EULÁLIA,,,,AROUCA,,
53,010417,SÃO MIGUEL DO MATO,010417,SÃO MIGUEL DO MATO,,,,AROUCA,,
54,010418,TROPEÇO,010418,TROPEÇO,,,,AROUCA,,
55,010419,URRÔ,010419,URRÔ,,,,AROUCA,,
56,010420,VÁRZEA,010420,VÁRZEA,,,,AROUCA,,
57,010421,UNIÃO DAS FREGUESIAS DE AROUCA E BURGO,010403,AROUCA,,VILA (ORIGEM DESCONHECIDA),,AROUCA,,
58,010421,UNIÃO DAS FREGUESIAS DE AROUCA E BURGO,010404,BURGO,,,,AROUCA,,
59,010423,UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA,010406,CANELAS,,,,AROUCA,,
60,010423,UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA,010410,ESPIUNCA,,,,AROUCA,,
61,010424,UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE,010408,COVELO DE PAIVÓ,,"A L. 653, DE 16 DE FEV. 1917, INTEGRA A FREG. NESTE CONC.",,AROUCA,,
62,010424,UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE,010412,JANARDE,,,,AROUCA,,
63,010501,ARADAS,010501,ARADAS,ARADA,"NOME (DEC. 215/73, DE 10 MAI.); EM 1969, JUNTAMENTE COM A FREG. DE GLÓRIA , DEU ORIGEM À FREG. DE S. BERNARDO (DEC. L. 48841, DE 18 JAN.)",,AVEIRO,,
64,010502,CACIA,010502,CACIA,,,,AVEIRO,,
65,010505,ESGUEIRA,010505,ESGUEIRA,,"FREG. ALTERADA (DEC. 12611, 29 OUT. 1926); EM 1984, JUNTAMENTE COM GLÓRIA, VERA CRUZ E S. BERNARDO, DEU ORIGEM À FREG. DE STA. JOANA (L. 63/84, DE 31 DEZ.)",,AVEIRO,,
66,010508,OLIVEIRINHA,010508,OLIVEIRINHA,,,,AVEIRO,,
67,010510,SÃO BERNARDO,010510,SÃO BERNARDO,,"FREG. (DEC. L. 48841, DE 18 JAN. 1969); SAÍDA DAS FREG. DE ARADAS E DE GLÓRIA; EM 1984, JUNTAMENTE COM AS FREG. DE GLÓRIA, ESGUEIRA E VERA CRUZ, DEU ORIGEM À FREG. DE STA. JOANA (L. 63/84, DE 31 DEZ.)",,AVEIRO,,
68,010511,SÃO JACINTO,010511,SÃO JACINTO,,"FREG. (DEC. L. 40065, DE 16 FEV. 1955); SAÍDA DA FREG. DE VERA CRUZ",,AVEIRO,,
69,010513,SANTA JOANA,010513,SANTA JOANA,,"FREG. (L. 63/84, DE 31 DEZ.); SAÍDA DAS FREG. DE VERA CRUZ, ESGUEIRA, GLÓRIA E S. BERNARDO",,AVEIRO,,
70,010515,EIXO E EIROL,010503,EIROL,,,,AVEIRO,,
71,010515,EIXO E EIROL,010504,EIXO,,"VILA (L. 45/89, DE 24 AGO.); FREG. ALTERADA (DEC.12611, 29 OUT. 1926)",,AVEIRO,,
72,010516,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",010507,NARIZ,,,,AVEIRO,,
73,010516,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",010509,REQUEIXO,,"EM 1985 DEU ORIGEM À FREG. DE NOSSA SRA. DE FÁTIMA (L. 104/85, DE 4 OUT.)",,AVEIRO,,
74,010516,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",010514,NOSSA SENHORA DE FÁTIMA,,"FREG. (L. 104/85, DE 04 OUT.); SAÍDA DA FREG. DE REQUEIXO",,AVEIRO,,
75,010517,UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ,010506,GLÓRIA,,"EM 1969, JUNTAMENTE COM A FREG. DE ARADAS, DEU ORIGEM À FREG. DE S. BERNARDO ( DEC. L. 48841, DE 18 JAN.); EM 1984, JUNTAMENTE COM ESGUEIRA, VERA CRUZ E S. BERNARDO, DEU ORIGEM À FREG. DE STA. JOANA (L. 63/84, DE 31 DEZ.)",,AVEIRO,,
76,010517,UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ,010512,VERA CRUZ,,"EM 1955 DEU ORIGEM À FREG. DE S. JACINTO (DEC. L. 40065, DE 16 FEV.); EM 1984, JUNTAMENTE COM GLÓRIA, ESGUEIRA E S. BERNARDO, DEU ORIGEM À FREG. DE STA. JOANA (L. 63/84, DE 31 DEZ.)",,AVEIRO,,
77,010602,FORNOS,010602,FORNOS,,,,CASTELO DE PAIVA,,
78,010606,REAL,010606,REAL,,,,CASTELO DE PAIVA,,
79,010607,SANTA MARIA DE SARDOURA,010607,SANTA MARIA DE SARDOURA,,,,CASTELO DE PAIVA,,
80,010608,SÃO MARTINHO DE SARDOURA,010608,SÃO MARTINHO DE SARDOURA,,,,CASTELO DE PAIVA,,
81,010610,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",010603,PARAÍSO,,,,CASTELO DE PAIVA,,
82,010610,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",010604,PEDORIDO,,,,CASTELO DE PAIVA,,
83,010610,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",010605,RAIVA,,,,CASTELO DE PAIVA,,
84,010611,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,010601,BAIRROS,,,,CASTELO DE PAIVA,,
85,010611,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,010609,SOBRADO,,VILA (ORIGEM DESCONHECIDA),,CASTELO DE PAIVA,,
86,010702,ESPINHO,010702,ESPINHO,,,,ESPINHO,,
87,010704,PARAMOS,010704,PARAMOS,,,,ESPINHO,,
88,010705,SILVALDE,010705,SILVALDE,,"CIDADE (DEC. L. 309/73, DE JUN.)",,ESPINHO,,
89,010706,UNIÃO DAS FREGUESIAS DE ANTA E GUETIM,010701,ANTA,,"VILA (L. 48/93, DE 02 JUL.)",,ESPINHO,,
90,010706,UNIÃO DAS FREGUESIAS DE ANTA E GUETIM,010703,GUETIM,,,,ESPINHO,,
91,010801,AVANCA,010801,AVANCA,IGREJA,,,ESTARREJA,,
92,010805,PARDILHÓ,010805,PARDILHÓ,,,,ESTARREJA,,
93,010806,SALREU,010806,SALREU,,,,ESTARREJA,,
94,010808,UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS,010802,BEDUÍDO,,VILA (ORIGEM DESCONHECIDA),,ESTARREJA,,
95,010808,UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS,010807,VEIROS,,,,ESTARREJA,,
96,010809,UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ,010803,CANELAS,,,,ESTARREJA,,
97,010809,UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ,010804,FERMELÃ,,,,ESTARREJA,,
98,010901,ARGONCILHE,010901,ARGONCILHE,,"VILA (L. 55/85, DE 25 SET.)",,SANTA MARIA DA FEIRA,,
99,010902,ARRIFANA,010902,ARRIFANA,,"VILA (L. 48/85, DE 24 SET.)",,SANTA MARIA DA FEIRA,,
100,010904,ESCAPÃES,010904,ESCAPÃES,,,,SANTA MARIA DA FEIRA,,
101,010907,FIÃES,010907,FIÃES,,"VILA (L. 51/85, DE 24 SET.)",,SANTA MARIA DA FEIRA,,
102,010908,FORNOS,010908,FORNOS,,,,SANTA MARIA DA FEIRA,,
103,010913,LOUROSA,010913,LOUROSA,,"VILA (L. 56/85, DE 25 SET.)",,SANTA MARIA DA FEIRA,,
104,010914,MILHEIRÓS DE POIARES,010914,MILHEIRÓS DE POIARES,,,,SANTA MARIA DA FEIRA,,
105,010916,MOZELOS,010916,MOZELOS,,"VILA (L. 47/89, DE 24 AGO.)",,SANTA MARIA DA FEIRA,,
106,010917,NOGUEIRA DA REGEDOURA,010917,NOGUEIRA DA REGEDOURA,,,,SANTA MARIA DA FEIRA,,
107,010918,SÃO PAIO DE OLEIROS,010918,SÃO PAIO DE OLEIROS,OLEIROS,"NOME (DEC. 2/71, DE 07 JAN.); VILA (L. 103/91, DE 16 AGO.)",,SANTA MARIA DA FEIRA,,
108,010919,PAÇOS DE BRANDÃO,010919,PAÇOS DE BRANDÃO,,"VILA (L. 57/85, DE 25 SET.)",,SANTA MARIA DA FEIRA,,
109,010921,RIO MEÃO,010921,RIO MEÃO,,,,SANTA MARIA DA FEIRA,,
110,010922,ROMARIZ,010922,ROMARIZ,,,,SANTA MARIA DA FEIRA,,
111,010924,SANGUEDO,010924,SANGUEDO,,,,SANTA MARIA DA FEIRA,,
112,010925,SANTA MARIA DE LAMAS,010925,SANTA MARIA DE LAMAS,LAMAS,"NOME (DEC. L. 38865, 18 AGO. 1952); VILA (L. 58/85, DE 25 SET.)",,SANTA MARIA DA FEIRA,,
113,010926,SÃO JOÃO DE VER,010926,SÃO JOÃO DE VER,,"VILA (L. 46/89, DE 24 AGO.)",,SANTA MARIA DA FEIRA,,
114,010932,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,010920,PIGEIROS,,,,SANTA MARIA DA FEIRA,,
115,010932,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,010927,CALDAS DE SÃO JORGE,SÃO JORGE,"NOME (L. 76/85, DE 03 OUT.)",,SANTA MARIA DA FEIRA,,
116,010933,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",010903,CANEDO,,"VILA (L. 46/97, DE 12 JUL.)",,SANTA MARIA DA FEIRA,,
117,010933,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",010930,VALE,,,,SANTA MARIA DA FEIRA,,
118,010933,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",010931,VILA MAIOR,,,,SANTA MARIA DA FEIRA,,
119,010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",010909,GIÃO,,,,SANTA MARIA DA FEIRA,,
120,010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",010910,GUISANDE,,,,SANTA MARIA DA FEIRA,,
121,010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",010911,LOBÃO,,"VILA (L. 78/91, DE 16 AGO.)",,SANTA MARIA DA FEIRA,,
122,010934,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",010912,LOUREDO,,,,SANTA MARIA DA FEIRA,,
123,010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",010905,ESPARGO,,,,SANTA MARIA DA FEIRA,,
124,010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",010906,FEIRA,,"CIDADE (L. 39/85, DE 14 AGO.); NOME CONCELHO (L. 15/91, DE 08 JUN.)",,SANTA MARIA DA FEIRA,,
125,010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",010923,SANFINS,,,,SANTA MARIA DA FEIRA,,
126,010935,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",010929,TRAVANCA,,,,SANTA MARIA DA FEIRA,,
127,010936,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,010915,MOSTEIRÓ,,,,SANTA MARIA DA FEIRA,,
128,010936,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,010928,SOUTO,,,,SANTA MARIA DA FEIRA,,
129,011007,GAFANHA DO CARMO,011001,GAFANHA DO CARMO,,"FREG. (DEC. L. 43165,DE 17 SET. 1960); SAÍDA DA FREG. DE SÃO SALVADOR (ÍLHAVO); O DEC. L. 46665, DE 24 NOV. 1965, DEFINE O LIMITE COM A FREG. DE VAGOS (CONC. DE VAGOS)",,ILHAVO,,
130,011005,GAFANHA DA ENCARNAÇÃO,011002,GAFANHA DA ENCARNAÇÃO,,"FREG. (DEC. L. 12612, DE 01 NOV. 1926)",,ILHAVO,,
131,011006,GAFANHA DA NAZARÉ,011003,GAFANHA DA NAZARÉ,CALE DA VILA,,,ILHAVO,,
132,011008,ÍLHAVO (SÃO SALVADOR),011004,ÍLHAVO (SÃO SALVADOR),,EM 1960 DEU ORIGEM À FREG. DE GAFANHA DO CARMO,,ILHAVO,,
133,011102,BARCOUÇO,011102,BARCOUÇO,,,,MEALHADA,,
134,011103,CASAL COMBA,011103,CASAL COMBA,,,,MEALHADA,,
135,011104,LUSO,011104,LUSO,,"VILA (DEC. L. 28142, DE 06 NOV. 1937)",,MEALHADA,,
136,011106,PAMPILHOSA,011106,PAMPILHOSA,,"VILA (L. 67/85, DE 25 SET.)",,MEALHADA,,
137,011107,VACARIÇA,011107,VACARIÇA,,,,MEALHADA,,
138,011109,"UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",011101,ANTES,,"FREG. (DEC. L. 45674, DE 23 ABR. 1964); SAÍDA DA FREG. DE VENTOSA DO BAIRRO",,MEALHADA,,
139,011109,"UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",011105,MEALHADA,,"VILA (DEC. L. 27424, DE 31 DEZ. 1936); FREG. ALTERADA (DEC. L. 33730, DE 24 JUN. 1944); SAÍDA DA FREG. DE VACARIÇA",,MEALHADA,,
140,011109,"UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",011108,VENTOSA DO BAIRRO,,EM 1964 DEU ORIGEM À FREG. DE ANTES,,MEALHADA,,
141,011201,BUNHEIRO,011201,BUNHEIRO,,,,MURTOSA,,
142,011202,MONTE,011202,MONTE,,"FREG. (DEC. L. 22832, DE 17 JUL. 1933); SAÍDA DA FREG. DA MURTOSA",,MURTOSA,,
143,011203,MURTOSA,011203,MURTOSA,,"VILA (CRIADA COM O CONC., POR DEC. L. 12569, EM 29 OUT. 1926)",,MURTOSA,,
144,011204,TORREIRA,011204,TORREIRA,,"FREG. (DEC. L. 12570, DE 30 OUT. 1926); VILA (L. 48/97, DE 12 JUL.)",,MURTOSA,,
145,011301,CARREGOSA,011301,CARREGOSA,,,,OLIVEIRA DE AZEMEIS,,
146,011302,CESAR,011302,CESAR,,"O DEC. L. 48556, DE 30 AGO. 1968, DEFINE OS LIMITES COM A FREG. DE FAJÕES; VILA (L. 34/93, DE 02 JUL.)",,OLIVEIRA DE AZEMEIS,,
147,011303,FAJÕES,011303,FAJÕES,,"O DEC. L. 48556, DE 30 AGO. 1968, DEFINE OS LIMITES COM A FREG. DE CÉSAR; VILA (L. 52/95, DE 30 AGO.)",,OLIVEIRA DE AZEMEIS,,
148,011304,LOUREIRO,011304,LOUREIRO,,"VILA (L. 61/95, DE 30 AGO.)",,OLIVEIRA DE AZEMEIS,,
149,011305,MACIEIRA DE SARNES,011305,MACIEIRA DE SARNES,,,,OLIVEIRA DE AZEMEIS,,
150,011310,OSSELA,011310,OSSELA,,,,OLIVEIRA DE AZEMEIS,,
151,011315,SÃO MARTINHO DA GÂNDARA,011315,SÃO MARTINHO DA GÂNDARA,,,,OLIVEIRA DE AZEMEIS,,
152,011318,SÃO ROQUE,011318,SÃO ROQUE,VILA CHÃ DE SÃO ROQUE,"NOME (L. 17M/93, DE 11 JUN.)",,OLIVEIRA DE AZEMEIS,,
153,011319,VILA DE CUCUJÃES,011319,VILA DE CUCUJÃES,COUTO DE CUCUJÃES,"VILA (DEC. 13758, DE 01 JUN. 1927, PUBLICADO EM 11 DE JUN.)",,OLIVEIRA DE AZEMEIS,,
154,011320,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,011308,NOGUEIRA DO CRAVO,,,,OLIVEIRA DE AZEMEIS,,
155,011320,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,011312,PINDELO,,,,OLIVEIRA DE AZEMEIS,,
156,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011306,MACINHATA DA SEIXA,MACINHATA DE SEIXA,"NOME (L. 21/2001, DE 12 JULHO)",,OLIVEIRA DE AZEMEIS,,
157,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011307,MADAIL,,,,OLIVEIRA DE AZEMEIS,,
158,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011309,OLIVEIRA DE AZEMÉIS,,,,OLIVEIRA DE AZEMEIS,,
159,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011314,SANTIAGO DE RIBA-UL,,,,OLIVEIRA DE AZEMEIS,,
160,011321,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",011317,UL,,,,OLIVEIRA DE AZEMEIS,,
161,011322,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",011311,PALMAZ,,,,OLIVEIRA DE AZEMEIS,,
162,011322,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",011313,PINHEIRO DA BEMPOSTA,,,,OLIVEIRA DE AZEMEIS,,
163,011322,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",011316,TRAVANCA,,,,OLIVEIRA DE AZEMEIS,,
164,011403,OIÃ,011403,OIÃ,,,,OLIVEIRA DO BAIRRO,,
165,011404,OLIVEIRA DO BAIRRO,011404,OLIVEIRA DO BAIRRO,,,,OLIVEIRA DO BAIRRO,,
166,011405,PALHAÇA,011405,PALHAÇA,,,,OLIVEIRA DO BAIRRO,,
167,011407,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",011401,BUSTOS,,"FREG. (L. 942, DE 18 FEV. 1920); SAÍDA DA FREG. DE MAMARROSA",,OLIVEIRA DO BAIRRO,,
168,011407,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",011402,MAMARROSA,,EM 1920 DEU ORIGEM À FREG. DE BUSTOS,,OLIVEIRA DO BAIRRO,,
169,011407,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",011406,TROVISCAL,,,,OLIVEIRA DO BAIRRO,,
170,011502,CORTEGAÇA,011502,CORTEGAÇA,,"O DEC. L. 47426, DE 29 DEZ. 1966, DEFINE OS LIMITES COM A FREG. MACEDA; VILA (L. 52/85, DE 25 SET.)",,OVAR,,
171,011503,ESMORIZ,011503,ESMORIZ,,"CIDADE (L. 21/93, DE 02 JUL.)",,OVAR,,
172,011504,MACEDA,011504,MACEDA,,"O DEC. L. 47426, DE 29 DEZ. 1966, DEFINE OS LIMITES COM A FREG. DE CORTEGAÇA",,OVAR,,
173,011507,VÁLEGA,011507,VÁLEGA,,,,OVAR,,
174,011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",011501,ARADA,,,,OVAR,,
175,011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",011505,OVAR,,"EM 1985 DEU ORIGEM À FREG. DE S. JOÃO DE OVAR (L. 85/85, DE 4 OUT.)",,OVAR,,
176,011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",011506,SÃO VICENTE DE PEREIRA JUSÃ,,,,OVAR,,
177,011509,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",011508,SÃO JOÃO,,"FREG. (L. 85/85, DE 04 OUT.); VILA E NOME (L. 49/97, DE 12 JUL.); SAÍDA DA FREG. DE OVAR",,OVAR,,
178,011601,SÃO JOÃO DA MADEIRA,011601,SÃO JOÃO DA MADEIRA,,"CIDADE (L. 13/84, DE 28 JUN.)",,SAO JOAO DA MADEIRA,,
179,011702,COUTO DE ESTEVES,011702,COUTO DE ESTEVES,,,,SEVER DO VOUGA,,
180,011704,PESSEGUEIRO DO VOUGA,011704,PESSEGUEIRO DO VOUGA,,,,SEVER DO VOUGA,,
181,011705,ROCAS DO VOUGA,011705,ROCAS DO VOUGA,,,,SEVER DO VOUGA,,
182,011706,SEVER DO VOUGA,011706,SEVER DO VOUGA,,,,SEVER DO VOUGA,,
183,011708,TALHADAS,011708,TALHADAS,,,,SEVER DO VOUGA,,
184,011710,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,011701,CEDRIM,,,,SEVER DO VOUGA,,
185,011710,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,011703,PARADELA,,,,SEVER DO VOUGA,,
186,011711,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,011707,SILVA ESCURA,,EM 1989 DEU ORIGEM À FREG. DE DORNELAS,,SEVER DO VOUGA,,
187,011711,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,011709,DORNELAS,,"NOVA FREG. (L. 83/89, DE 30 AGO.); SAÍDA DA FREG. DE SILVA ESCURA",,SEVER DO VOUGA,,
188,011801,CALVÃO,011801,CALVÃO,,"FREG. (DEC. L. 22886, DE 27 JUL. 1933; REVOGA O DEC. 22687, DE 15 JUN.); EM 1968 DEU ORIGEM À FREG. DE PONTE DE VAGOS (DEC. L. 48297, DE 28 MAR.)",,VAGOS,,
189,011804,GAFANHA DA BOA HORA,011804,GAFANHA DA BOA HORA,,"FREG. (DEC. L. 47017, DE 23 MAI. 1966); SAÍDA DA FREG. DE VAGOS",,VAGOS,,
190,011805,OUCA,011805,OUCA,,"FREG. (DEC. L. 47033, DE 30 MAI. 1966); SAÍDA DA FREG. DE SOSA",,VAGOS,,
191,011807,SOSA,011807,SOSA,,"EM 1966 DEU ORIGEM À FREG. DE OUCA (DEC. L. 47033, DE 30 MAI.); VILA (L.47/2009, DE 03 AGO.)",,VAGOS,,
192,011810,SANTO ANDRÉ DE VAGOS,011810,SANTO ANDRÉ DE VAGOS,,"FREG. (L. 79/85, DE 04 OUT.); SAÍDA DA FREG. DE VAGOS",,VAGOS,,
193,011812,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,011802,COVÃO DO LOBO,,"EM 1965 DEU ORIGEM À FREG. DE FONTE DE ANGEÃO (DEC. L. 46454, DE 27 JUL.); EM 1985 DEU ORIGEM À FREG. DE STA. CATARINA (L. 89/85, DE 4 OUT.)",,VAGOS,,
194,011812,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,011803,FONTE DE ANGEÃO,,"FREG. (DEC. L. 46454, DE 27 JUL. 1965); SAÍDA DA FREG. DE COVÃO DO LOBO",,VAGOS,,
195,011813,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,011806,PONTE DE VAGOS,,"FREG. (DEC. L. 48297, DE 28 MAR. 1968); SAÍDA DA FREG. DE CALVÃO; ALTERAÇÃO DOS LIMITES DA FREG. COM A ANEXAÇÃO DO LUGAR DO VALE (L. 139/85, DE 11 OUT.)",,VAGOS,,
196,011813,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,011811,SANTA CATARINA,,"FREG. (L. 89/85, DE 04 OUT.); SAÍDA DA FREG. DE COVÃO DO LOBO",,VAGOS,,
197,011814,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,011808,VAGOS,,"O DEC. L. 46665, DE 24 NOV. 1965, DEFINE O LIMITE DA FREG. COM A DE GAFANHA DO CARMO (CONC. DE ÍLHAVO); EM 1966 DEU ORIGEM À FREG. DE GAFANHA DA BOA HORA (DEC. L. 47017, DE 23 MAI.); EM 1985 DEU ORIGEM ÀS FREG. DE STO. ANTÓNIO DE VAGOS (L.78/85, DE 4 OUT)",,VAGOS,,
198,011814,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,011809,SANTO ANTÓNIO DE VAGOS,,"FREG. (L. 78/85, DE 04 OUT.); SAÍDA DA FREG. DE VAGOS",,VAGOS,,
199,011901,ARÕES,011901,ARÕES,,,,VALE DE CAMBRA,,
200,011902,SÃO PEDRO DE CASTELÕES,011902,SÃO PEDRO DE CASTELÕES,CASTELÕES,"NOME (L. 33/93, DE 02 JUL.)",,VALE DE CAMBRA,,
201,011903,CEPELOS,011903,CEPELOS,,,,VALE DE CAMBRA,,
202,011905,JUNQUEIRA,011905,JUNQUEIRA,,,,VALE DE CAMBRA,,
203,011906,MACIEIRA DE CAMBRA,011906,MACIEIRA DE CAMBRA,MACIEIRA,"NOME (L. 36/80, DE 16 AGO.); VILA (L. 40/93, DE 02 JUL.)",,VALE DE CAMBRA,,
204,011907,ROGE,011907,ROGE,,,,VALE DE CAMBRA,,
